date,longitude,latitude,garagecode,occupancy rate
2014-07-21,10.20818,56.15441,SALLING,0.18988095238095234
2014-07-21,10.21149,56.14952,KALKVAERKSVEJ,0.16636904761904758
2014-07-21,10.21284,56.16184,NORREPORT,1.151602564102564
2014-07-21,10.21353,56.15659,SKOLEBAKKEN,1.0
2014-07-22,10.197,56.1527,SCANDCENTER,0.231888440860215
2014-07-22,10.2049,56.15679,MAGASIN,0.23458333333333334
2014-07-22,10.20596,56.14951,BRUUNS,0.18151014340678553
2014-07-22,10.206,56.15561,BUSGADEHUSET,3.1290064102564106
2014-07-22,10.20818,56.15441,SALLING,0.194047619047619
2014-07-22,10.21149,56.14952,KALKVAERKSVEJ,0.1656746031746031
2014-07-22,10.21284,56.16184,NORREPORT,1.023076923076923
2014-07-22,10.21353,56.15659,SKOLEBAKKEN,1.0
